PGCname	T
PGC0047904	7
PGC0047915	2
PGC0047929	8
PGC0047932	5
PGC0047935	5
PGC0047939	5
PGC0047947	7
PGC0047951	8
PGC0047953	1
PGC0047961	2
PGC0047971	5
PGC0047980	1
PGC0047985	5
PGC0047988	7
PGC0047996	6
PGC0048012	8
PGC0048047	0
PGC0048053	10
PGC0048064	8
PGC0048072	10
PGC0048080	5
PGC0048084	8
PGC0048101	-3
PGC0048105	1
PGC0048122	9
PGC0048127	3
PGC0048128	3
PGC0048130	3
PGC0048184	7
PGC0048185	4
PGC0048189	-3
PGC0048202	3
PGC0048207	2
PGC0048212	10
PGC0048217	4
PGC0048246	8
PGC0048251	6
PGC0048259	9
PGC0048270	4
PGC0048273	3
PGC0048277	-4
PGC0048285	2
PGC0048291	7
PGC0048294	6
PGC0048318	10
PGC0048327	4
PGC0048330	4
PGC0048338	3
PGC0048358	3
PGC0048366	5
PGC0048388	10
PGC0048392	6
PGC0048393	2
PGC0048421	5
PGC0048441	8
PGC0048453	7
PGC0048465	9
PGC0048468	-5
PGC0048473	3
PGC0048482	3
PGC0048497	10
PGC0048521	-2
PGC0048525	8
PGC0048527	3
PGC0048534	7
PGC0048542	6
PGC0048557	10
PGC0048558	4
PGC0048597	4
PGC0048675	-3
PGC0048684	2
PGC0048688	-5
PGC0048693	6
PGC0048756	5
PGC0048767	2
PGC0048777	4
PGC0048784	-3
PGC0048801	4
PGC0048811	11
PGC0048815	4
PGC0048816	3
PGC0048823	10
PGC0048860	-2
PGC0048862	6
PGC0048869	6
PGC0048884	0
PGC0048897	8
PGC0048930	4
PGC0048947	0
PGC0048952	0
PGC0048959	6
PGC0048989	9
PGC0049011	-1
PGC0049030	9
PGC0049044	-5
PGC0049049	-4
PGC0049062	9
PGC0049067	1
PGC0049069	3
PGC0049092	10
PGC0049112	4
PGC0049138	0
PGC0049139	-2
PGC0049141	-5
PGC0049145	6
PGC0049146	4
PGC0049157	0
PGC0049158	10
PGC0049174	3
PGC0049192	-2
PGC0049204	1
PGC0049227	-4
PGC0049234	4
PGC0049244	1
PGC0049248	-5
PGC0049250	6
PGC0049264	3
PGC0049281	-2
PGC0049287	-2
PGC0049289	-5
PGC0049294	9
PGC0049299	9
PGC0049301	7
PGC0049303	4
PGC0049306	3
PGC0049308	7
PGC0049310	2
PGC0049322	8
PGC0049333	6
PGC0049335	7
PGC0049336	3
PGC0049337	4
PGC0049342	3
PGC0049343	11
PGC0049347	5
PGC0049353	11
PGC0049359	3
PGC0049362	6
PGC0049370	-5
PGC0049373	4
PGC0049380	0
PGC0049389	-3
PGC0049391	6
PGC0049399	7
PGC0049408	0
PGC0049411	5
PGC0049415	1
PGC0049422	3
PGC0049431	3
PGC0049434	3
PGC0049448	10
PGC0049452	10
PGC0049464	4
PGC0049468	4
PGC0049489	3
PGC0049508	0
PGC0049512	8
PGC0049519	9
PGC0049529	-2
PGC0049533	6
PGC0049540	5
PGC0049542	4
PGC0049548	0
PGC0049555	5
PGC0049563	0
PGC0049569	3
PGC0049571	11
PGC0049579	8
PGC0049598	1
PGC0049604	4
PGC0049605	-2
PGC0049608	-2
PGC0049618	3
PGC0049624	8
PGC0049634	5
PGC0049640	7
PGC0049641	8
PGC0049650	3
PGC0049654	8
PGC0049657	6
PGC0049663	10
PGC0049672	3
PGC0049677	-5
PGC0049704	11
PGC0049707	0
PGC0049709	7
PGC0049711	-1
PGC0049719	3
PGC0049724	5
PGC0049739	3
PGC0049741	7
PGC0049747	3
PGC0049752	7
PGC0049758	6
PGC0049791	7
PGC0049792	-1
PGC0049798	7
PGC0049806	6
PGC0049810	-2
PGC0049814	10
PGC0049820	3
PGC0049835	0
PGC0049841	0
PGC0049846	7
PGC0049847	3
PGC0049869	-4
PGC0049874	-1
PGC0049881	3
PGC0049882	7
PGC0049889	6
PGC0049894	9
PGC0049896	10
PGC0049925	6
PGC0049956	-1
PGC0049967	-2
PGC0049978	3
PGC0049991	4
PGC0049993	1
PGC0049995	1
PGC0050010	-2
PGC0050012	3
PGC0050018	9
PGC0050028	-5
PGC0050030	7
PGC0050031	2
PGC0050035	-1
PGC0050042	1
PGC0050060	8
PGC0050063	5
PGC0050069	7
PGC0050080	-5
PGC0050089	8
PGC0050090	-1
PGC0050097	3
PGC0050123	-3
PGC0050126	6
PGC0050130	4
PGC0050139	1
PGC0050144	11
PGC0050167	7
PGC0050180	8
PGC0050181	6
PGC0050190	6
PGC0050191	-1
PGC0050192	-5
PGC0050194	8
PGC0050203	2
PGC0050204	4
PGC0050215	-5
PGC0050216	9
PGC0050218	6
PGC0050221	8
PGC0050229	8
PGC0050231	-2
PGC0050232	8
PGC0050251	0
PGC0050262	10
PGC0050306	6
PGC0050312	4
PGC0050317	5
PGC0050318	8
PGC0050331	-5
PGC0050338	11
PGC0050341	8
PGC0050351	4
PGC0050355	4
PGC0050369	-1
PGC0050383	9
PGC0050398	4
PGC0050412	3
PGC0050430	4
PGC0050436	4
PGC0050437	8
PGC0050443	4
PGC0050457	8
PGC0050464	3
PGC0050472	8
PGC0050479	-2
PGC0050485	6
PGC0050581	7
PGC0050582	6
PGC0050586	8
PGC0050587	6
PGC0050588	-5
PGC0050590	9
PGC0050610	5
PGC0050611	6
PGC0050629	5
PGC0050639	0
PGC0050664	8
PGC0050674	8
PGC0050676	6
PGC0050690	-5
PGC0050693	0
PGC0050709	5
PGC0050722	7
PGC0050724	-2
PGC0050728	3
PGC0050741	4
PGC0050745	3
PGC0050750	3
PGC0050758	1
PGC0050782	0
PGC0050784	4
PGC0050786	-2
PGC0050832	5
PGC0050838	5
PGC0050840	4
PGC0050865	4
PGC0050891	-2
PGC0050895	5
PGC0050897	4
PGC0050902	9
PGC0050908	6
PGC0050909	2
PGC0050918	5
PGC0050942	3
PGC0050946	0
PGC0050954	9
PGC0050972	6
PGC0050973	2
PGC0050986	1
PGC0050990	8
PGC0050994	6
PGC0051006	-5
PGC0051008	10
PGC0051012	6
PGC0051018	0
PGC0051023	4
PGC0051026	7
PGC0051036	7
PGC0051044	5
PGC0051074	0
PGC0051084	-5
PGC0051090	6
PGC0051094	4
PGC0051095	-2
PGC0051100	4
PGC0051104	-1
PGC0051105	-2
PGC0051113	6
PGC0051128	6
PGC0051130	4
PGC0051155	3
PGC0051196	5
PGC0051207	7
PGC0051210	9
PGC0051223	5
PGC0051233	1
PGC0051236	7
PGC0051237	6
PGC0051241	9
PGC0051251	-2
PGC0051256	9
PGC0051264	6
PGC0051270	-1
PGC0051272	-5
PGC0051275	-5
PGC0051281	10
PGC0051286	5
PGC0051300	1
PGC0051302	3
PGC0051303	3
PGC0051312	-5
PGC0051319	4
PGC0051332	1
PGC0051340	-2
PGC0051344	6
PGC0051354	-5
PGC0051355	-2
PGC0051358	10
PGC0051368	5
PGC0051371	3
PGC0051372	6
PGC0051382	-5
PGC0051396	9
PGC0051400	6
PGC0051417	-5
PGC0051423	4
PGC0051426	6
PGC0051431	-2
PGC0051433	0
PGC0051439	2
PGC0051448	3
PGC0051449	9
PGC0051450	3
PGC0051455	9
PGC0051462	2
PGC0051470	2
PGC0051471	3
PGC0051472	10
PGC0051477	7
PGC0051483	5
PGC0051498	3
PGC0051503	7
PGC0051509	7
PGC0051511	8
PGC0051537	2
PGC0051541	5
PGC0051561	8
PGC0051564	-1
PGC0051589	4
PGC0051598	-3
PGC0051599	7
PGC0051603	4
PGC0051604	10
PGC0051610	3
PGC0051612	2
PGC0051620	3
PGC0051621	9
PGC0051622	4
PGC0051631	9
PGC0051635	6
PGC0051638	7
PGC0051645	7
PGC0051650	4
PGC0051664	9
PGC0051665	9
PGC0051668	-2
PGC0051681	-3
PGC0051685	7
PGC0051695	-1
PGC0051703	-1
PGC0051705	-5
PGC0051713	6
PGC0051725	0
PGC0051728	-2
PGC0051730	6
PGC0051733	4
PGC0051735	-2
PGC0051741	8
PGC0051747	8
PGC0051751	-5
PGC0051754	0
PGC0051758	1
PGC0051779	4
PGC0051780	9
PGC0051782	8
PGC0051784	4
PGC0051785	1
PGC0051787	-5
PGC0051795	6
PGC0051798	8
PGC0051803	9
PGC0051809	8
PGC0051814	3
PGC0051819	7
PGC0051829	4
PGC0051830	9
PGC0051831	3
PGC0051834	-5
PGC0051838	1
PGC0051843	-2
PGC0051846	6
PGC0051850	3
PGC0051857	6
PGC0051864	9
PGC0051865	5
PGC0051875	3
PGC0051878	5
PGC0051895	3
PGC0051901	5
PGC0051909	7
PGC0051921	5
PGC0051932	3
PGC0051953	5
PGC0051955	2
PGC0051957	8
PGC0051958	7
PGC0051964	9
PGC0051973	6
PGC0051978	3
PGC0052006	7
PGC0052010	0
PGC0052011	5
PGC0052016	9
PGC0052018	7
PGC0052023	6
PGC0052027	4
PGC0052042	3
PGC0052044	3
PGC0052051	6
PGC0052088	8
PGC0052091	9
PGC0052092	10
PGC0052107	7
PGC0052114	0
PGC0052115	2
PGC0052116	-5
PGC0052131	1
PGC0052132	4
PGC0052137	0
PGC0052141	9
PGC0052142	9
PGC0052153	7
PGC0052154	0
PGC0052159	7
PGC0052160	1
PGC0052167	9
PGC0052171	3
PGC0052173	-5
PGC0052178	10
PGC0052179	-5
PGC0052192	-5
PGC0052194	8
PGC0052199	-5
PGC0052235	2
PGC0052247	6
PGC0052248	6
PGC0052251	4
PGC0052254	5
PGC0052263	8
PGC0052264	1
PGC0052266	-2
PGC0052273	3
PGC0052291	3
PGC0052307	6
PGC0052315	9
PGC0052328	4
PGC0052338	5
PGC0052340	-1
PGC0052343	4
PGC0052344	5
PGC0052349	-3
PGC0052356	9
PGC0052359	8
PGC0052364	8
PGC0052365	0
PGC0052379	2
PGC0052383	8
PGC0052390	7
PGC0052395	7
PGC0052396	6
PGC0052412	3
PGC0052416	0
PGC0052421	4
PGC0052424	7
PGC0052429	-2
PGC0052433	-2
PGC0052438	4
PGC0052441	-2
PGC0052453	0
PGC0052455	1
PGC0052456	9
PGC0052466	9
PGC0052476	5
PGC0052478	-1
PGC0052488	5
PGC0052491	9
PGC0052495	9
PGC0052499	6
PGC0052500	8
PGC0052504	6
PGC0052527	1
PGC0052531	0
PGC0052532	5
PGC0052535	4
PGC0052550	9
PGC0052558	8
PGC0052602	6
PGC0052607	6
PGC0052608	6
PGC0052614	-2
PGC0052625	1
PGC0052641	3
PGC0052654	2
PGC0052665	1
PGC0052686	3
PGC0052689	10
PGC0052702	10
PGC0052712	4
PGC0052713	5
PGC0052732	1
PGC0052735	1
PGC0052741	-1
PGC0052743	-5
PGC0052752	-5
PGC0052754	-5
PGC0052766	4
PGC0052781	1
PGC0052788	-5
PGC0052795	8
PGC0052826	5
PGC0052877	3
PGC0052883	-4
PGC0052901	5
PGC0052908	5
PGC0052912	-2
PGC0052920	0
PGC0052921	4
PGC0052924	0
PGC0052942	-1
PGC0052949	7
PGC0052952	9
PGC0052979	4
PGC0052986	1
PGC0052998	6
PGC0053000	-3
PGC0053010	1
PGC0053043	2
PGC0053067	2
PGC0053073	9
PGC0053083	6
PGC0053089	4
PGC0053094	2
PGC0053178	2
PGC0053201	-1
PGC0053217	5
PGC0053231	6
PGC0053247	4
PGC0053260	-5
PGC0053265	-1
PGC0053268	4
PGC0053278	7
PGC0053307	5
PGC0053313	3
PGC0053317	8
PGC0053332	5
PGC0053335	6
PGC0053350	6
PGC0053376	4
PGC0053379	-5
PGC0053383	9
PGC0053387	4
PGC0053408	-5
PGC0053411	4
PGC0053414	9
PGC0053418	-4
PGC0053419	8
PGC0053424	2
PGC0053428	-1
PGC0053437	3
PGC0053441	3
PGC0053442	0
PGC0053463	7
PGC0053470	3
PGC0053476	8
PGC0053486	8
PGC0053499	3
PGC0053508	2
PGC0053510	10
PGC0053511	-2
PGC0053530	-5
PGC0053556	4
PGC0053557	8
PGC0053561	3
PGC0053563	6
PGC0053578	3
PGC0053597	10
PGC0053616	9
PGC0053622	8
PGC0053631	4
PGC0053643	-5
PGC0053644	9
PGC0053653	2
PGC0053657	6
PGC0053674	2
PGC0053675	4
PGC0053676	3
PGC0053681	6
PGC0053683	8
PGC0053696	0
PGC0053699	1
PGC0053709	6
PGC0053737	8
PGC0053744	7
PGC0053749	3
PGC0053758	4
PGC0053763	0
PGC0053770	-5
PGC0053802	7
PGC0053803	2
PGC0053812	4
PGC0053838	4
PGC0053844	7
PGC0053857	3
PGC0053862	-2
PGC0053865	-2
PGC0053869	1
PGC0053876	5
PGC0053888	6
PGC0053896	9
PGC0053901	-6
PGC0053908	0
PGC0053930	-6
PGC0053932	-5
PGC0053933	-1
PGC0053936	4
PGC0053941	-1
PGC0053943	-1
PGC0053949	11
PGC0053951	3
PGC0053959	5
PGC0053967	3
PGC0053976	3
PGC0053979	3
PGC0054013	0
PGC0054018	5
PGC0054039	3
PGC0054084	9
PGC0054095	4
PGC0054110	0
PGC0054111	-1
PGC0054117	3
PGC0054118	-1
PGC0054119	-2
PGC0054123	2
PGC0054134	8
PGC0054171	8
PGC0054188	3
PGC0054195	4
PGC0054197	1
PGC0054200	5
PGC0054232	5
PGC0054234	4
PGC0054238	9
PGC0054262	7
PGC0054267	9
PGC0054282	1
PGC0054314	10
PGC0054316	1
PGC0054317	4
PGC0054336	9
PGC0054340	3
PGC0054343	5
PGC0054351	5
PGC0054377	6
PGC0054379	1
PGC0054407	3
PGC0054416	0
PGC0054420	5
PGC0054424	4
PGC0054428	3
PGC0054431	3
PGC0054443	1
PGC0054445	3
PGC0054455	3
PGC0054470	5
PGC0054473	4
PGC0054488	3
PGC0054503	8
PGC0054522	2
PGC0054526	-4
PGC0054564	8
PGC0054612	4
PGC0054614	4
PGC0054618	3
PGC0054648	8
PGC0054664	1
PGC0054674	8
PGC0054683	8
PGC0054690	4
PGC0054691	9
PGC0054761	4
PGC0054780	4
PGC0054790	0
PGC0054815	2
PGC0054832	5
PGC0054834	6
PGC0054839	-4
PGC0054849	4
PGC0054885	5
PGC0054895	4
PGC0054909	7
PGC0054911	5
PGC0054976	6
PGC0054979	7
PGC0054980	5
PGC0055047	8
PGC0055065	4
PGC0055066	2
PGC0055069	4
PGC0055076	0
PGC0055078	8
PGC0055080	3
PGC0055095	10
PGC0055097	7
PGC0055104	5
PGC0055132	7
PGC0055229	4
PGC0055242	-1
PGC0055243	2
PGC0055247	5
PGC0055273	10
PGC0055274	3
PGC0055281	3
PGC0055282	8
PGC0055295	3
PGC0055296	6
PGC0055305	5
PGC0055318	4
PGC0055349	3
PGC0055355	7
PGC0055360	-4
PGC0055377	5
PGC0055388	6
PGC0055446	1
PGC0055459	3
PGC0055476	7
PGC0055493	8
PGC0055517	3
PGC0055529	1
PGC0055551	-6
PGC0055552	-5
PGC0055559	-5
PGC0055578	-1
PGC0055601	1
PGC0055607	8
PGC0055620	3
PGC0055621	9
PGC0055629	-2
PGC0055637	7
PGC0055648	-1
PGC0055668	8
PGC0055687	4
PGC0055701	4
PGC0055708	0
PGC0055722	4
PGC0055730	5
PGC0055733	-4
PGC0055740	1
PGC0055750	6
PGC0055756	8
PGC0055759	0
PGC0055769	0
PGC0055792	4
PGC0055797	6
PGC0055811	1
PGC0055816	2
PGC0055821	6
PGC0055824	7
PGC0055833	10
PGC0055841	-1
PGC0055844	2
PGC0055845	-5
PGC0055864	1
PGC0055873	5
PGC0055881	4
PGC0055910	-3
PGC0055916	2
PGC0055918	5
PGC0055921	3
PGC0055923	6
PGC0055925	7
PGC0055927	9
PGC0055930	7
PGC0055943	-4
PGC0055949	8
PGC0055955	5
PGC0055962	8
PGC0055963	4
PGC0055965	10
PGC0055968	7
PGC0055973	7
PGC0055989	10
PGC0055993	3
PGC0056001	10
PGC0056005	8
PGC0056014	2
PGC0056022	-1
PGC0056025	3
PGC0056056	3
PGC0056094	6
PGC0056108	4
PGC0056111	8
PGC0056130	-2
PGC0056131	-5
PGC0056139	-2
PGC0056166	3
PGC0056168	8
PGC0056169	5
PGC0056186	6
PGC0056199	8
PGC0056200	3
PGC0056205	6
PGC0056206	-1
PGC0056210	10
PGC0056216	-1
PGC0056257	6
PGC0056267	5
PGC0056284	4
PGC0056287	4
PGC0056289	4
PGC0056323	6
PGC0056329	1
PGC0056337	-2
PGC0056338	-3
PGC0056345	4
PGC0056352	6
PGC0056364	-2
PGC0056366	8
PGC0056377	1
PGC0056386	10
PGC0056397	8
PGC0056398	-5
PGC0056400	5
PGC0056409	7
PGC0056410	4
PGC0056437	-2
PGC0056443	-3
PGC0056450	-5
PGC0056462	-5
PGC0056465	5
PGC0056467	-5
PGC0056476	2
PGC0056479	5
PGC0056481	1
PGC0056482	-2
PGC0056487	3
PGC0056490	1
PGC0056492	-5
PGC0056495	3
PGC0056503	6
PGC0056514	1
PGC0056529	6
PGC0056537	5
PGC0056544	-2
PGC0056573	2
PGC0056575	-1
PGC0056576	1
PGC0056578	8
PGC0056584	-2
PGC0056595	1
PGC0056599	1
PGC0056611	4
PGC0056617	3
PGC0056636	3
PGC0056648	3
PGC0056650	-5
PGC0056655	4
PGC0056659	4
PGC0056663	-2
PGC0056666	1
PGC0056667	3
PGC0056685	-3
PGC0056693	3
PGC0056695	-5
PGC0056697	2
PGC0056700	3
PGC0056704	-5
PGC0056712	-2
PGC0056716	0
PGC0056717	-5
PGC0056723	7
PGC0056727	1
PGC0056731	1
PGC0056744	6
PGC0056745	10
PGC0056750	-3
PGC0056755	-4
PGC0056763	-3
PGC0056765	-2
PGC0056769	-2
PGC0056770	-4
PGC0056776	2
PGC0056777	1
PGC0056778	6
PGC0056780	-4
PGC0056784	-4
PGC0056812	4
PGC0056813	0
PGC0056827	3
PGC0056838	-5
PGC0056839	4
PGC0056842	4
PGC0056843	6
PGC0056844	8
PGC0056847	-5
PGC0056857	3
PGC0056864	4
PGC0056870	10
PGC0056872	-3
PGC0056874	-3
PGC0056875	0
PGC0056877	-5
PGC0056878	3
PGC0056890	1
PGC0056893	1
PGC0056898	1
PGC0056903	1
PGC0056907	4
PGC0056932	3
PGC0056935	4
PGC0056942	-2
PGC0056943	-5
PGC0056948	4
PGC0056950	1
PGC0056959	10
PGC0056962	-4
PGC0056972	-4
PGC0056987	5
PGC0056997	4
PGC0057004	-5
PGC0057005	-1
PGC0057006	-5
PGC0057015	-2
PGC0057019	-5
PGC0057031	4
PGC0057033	-4
PGC0057037	4
PGC0057039	6
PGC0057053	7
PGC0057058	4
PGC0057059	0
PGC0057061	6
PGC0057062	-3
PGC0057063	0
PGC0057068	-3
PGC0057072	-2
PGC0057073	3
PGC0057075	1
PGC0057076	-2
PGC0057082	3
PGC0057083	0
PGC0057084	-1
PGC0057086	-5
PGC0057088	1
PGC0057090	-5
PGC0057093	4
PGC0057095	3
PGC0057096	0
PGC0057097	3
PGC0057101	-5
PGC0057110	4
PGC0057111	3
PGC0057118	3
PGC0057121	6
PGC0057122	1
PGC0057124	8
PGC0057125	5
PGC0057128	-5
PGC0057131	7
PGC0057132	4
PGC0057135	1
PGC0057136	4
PGC0057137	-5
PGC0057139	0
PGC0057145	4
PGC0057147	-5
PGC0057155	-1
PGC0057156	4
PGC0057157	3
PGC0057160	3
PGC0057172	-5
PGC0057173	2
PGC0057175	3
PGC0057177	-2
PGC0057178	3
PGC0057182	-2
PGC0057184	4
PGC0057187	3
PGC0057193	1
PGC0057199	4
PGC0057205	5
PGC0057214	2
PGC0057218	6
PGC0057234	3
PGC0057261	8
PGC0057278	5
PGC0057280	4
PGC0057284	4
PGC0057287	6
PGC0057302	9
PGC0057325	1
PGC0057332	7
PGC0057333	4
PGC0057337	6
PGC0057338	10
PGC0057345	3
PGC0057349	3
PGC0057353	4
PGC0057355	4
PGC0057369	3
PGC0057377	1
PGC0057386	1
PGC0057389	3
PGC0057390	3
PGC0057394	3
PGC0057404	-4
PGC0057407	6
PGC0057408	-5
PGC0057424	1
PGC0057430	3
PGC0057455	-5
PGC0057478	7
PGC0057482	-5
PGC0057486	1
PGC0057499	6
PGC0057500	-1
PGC0057505	4
PGC0057508	4
PGC0057521	3
PGC0057522	10
PGC0057529	6
PGC0057562	3
PGC0057575	1
PGC0057582	5
PGC0057590	9
PGC0057601	6
PGC0057627	7
PGC0057634	-5
PGC0057640	-3
PGC0057641	3
PGC0057678	9
PGC0057694	2
PGC0057706	1
PGC0057707	-5
PGC0057728	-5
PGC0057739	8
PGC0057766	1
PGC0057771	5
PGC0057788	6
PGC0057796	-1
PGC0057799	4
PGC0057800	1
PGC0057810	-1
PGC0057816	6
PGC0057827	4
PGC0057836	3
PGC0057854	6
PGC0057882	1
PGC0057904	6
PGC0057906	10
PGC0057927	6
PGC0057941	5
PGC0057959	4
PGC0057966	-3
PGC0057974	-5
PGC0057978	4
PGC0057984	1
PGC0057997	0
PGC0058031	3
PGC0058037	1
PGC0058049	10
PGC0058055	6
PGC0058092	1
PGC0058095	2
PGC0058104	3
PGC0058161	1
PGC0058170	7
PGC0058183	-2
PGC0058185	-5
PGC0058199	-5
PGC0058224	8
PGC0058238	-5
PGC0058265	-4
PGC0058300	4
PGC0058308	3
PGC0058311	-3
PGC0058336	6
PGC0058339	1
PGC0058344	3
PGC0058348	-3
PGC0058357	3
PGC0058370	8
PGC0058376	4
PGC0058390	3
PGC0058395	3
PGC0058410	4
PGC0058423	5
PGC0058470	3
PGC0058478	8
PGC0058491	6
PGC0058501	9
PGC0058514	4
PGC0058523	3
PGC0058528	6
PGC0058532	6
PGC0058538	6
PGC0058540	3
PGC0058544	3
PGC0058545	5
PGC0058579	5
PGC0058596	3
PGC0058610	3
PGC0058630	-3
PGC0058644	-3
PGC0058645	3
PGC0058662	1
PGC0058664	3
PGC0058682	8
PGC0058700	6
PGC0058728	1
PGC0058788	-5
PGC0058827	6
PGC0058863	3
PGC0058880	6
PGC0058888	8
PGC0058896	1
PGC0058942	2
PGC0058962	1
PGC0058963	1
PGC0058967	5
PGC0058970	4
PGC0058975	6
PGC0058989	9
PGC0059022	3
PGC0059083	4
PGC0059084	1
PGC0059086	-2
PGC0059118	6
PGC0059128	-2
PGC0059132	9
PGC0059222	5
PGC0059238	4
PGC0059244	7
PGC0059250	6
PGC0059286	1
PGC0059292	-5
PGC0059310	10
PGC0059315	-3
PGC0059332	-5
PGC0059340	4
PGC0059350	4
PGC0059376	4
PGC0059408	9
PGC0059411	4
PGC0059414	-2
PGC0059426	-1
PGC0059454	3
PGC0059456	-4
PGC0059460	6
PGC0059474	-5
PGC0059489	3
PGC0059498	6
PGC0059514	4
PGC0059516	9
PGC0059525	-5
PGC0059529	4
PGC0059535	-5
PGC0059554	6
PGC0059582	3
PGC0059610	6
PGC0059616	4
PGC0059647	1
PGC0059650	4
PGC0059655	-1
PGC0059657	5
PGC0059662	4
PGC0059666	6
PGC0059676	4
PGC0059706	6
PGC0059707	5
PGC0059727	-5
PGC0059732	5
PGC0059791	5
PGC0059807	3
PGC0059817	5
PGC0059838	1
PGC0059843	4
PGC0059862	10
PGC0059864	9
PGC0059947	-5
PGC0059961	4
PGC0059997	9
PGC0060025	-5
PGC0060031	10
PGC0060043	3
PGC0060044	7
PGC0060049	6
PGC0060080	10
PGC0060105	1
PGC0060192	-5
PGC0060203	6
PGC0060220	9
PGC0060228	-5
PGC0060239	3
PGC0060275	3
PGC0060316	8
PGC0060317	7
PGC0060320	0
PGC0060323	-5
PGC0060330	4
PGC0060343	2
PGC0060353	9
PGC0060356	6
PGC0060357	6
PGC0060402	2
PGC0060410	5
PGC0060442	-3
PGC0060443	7
PGC0060536	-5
PGC0060562	6
PGC0060628	0
PGC0060723	6
PGC0060794	0
PGC0065131	3
PGC0065132	-1
PGC0065152	8
PGC0065178	4
PGC0065310	4
PGC0065351	8
PGC0065369	-3
PGC0065372	-6
PGC0065375	2
PGC0065376	-5
PGC0065379	-5
PGC0065385	0
PGC0065398	9
PGC0065506	5
PGC0065657	4
PGC0065676	6
PGC0065718	3
PGC0065905	2
PGC0065943	3
PGC0066068	6
PGC0066070	5
PGC0066325	7
PGC0066343	5
PGC0066461	4
PGC0066559	8
PGC0066590	7
PGC0066766	2
PGC0066774	4
PGC0067040	6
PGC0067173	5
PGC0067205	5
PGC0067282	7
PGC0067406	1
PGC0067506	5
PGC0067672	7
PGC0067756	8
PGC0067891	6
PGC0067945	-5
PGC0068006	-4
PGC0068244	3
PGC0068275	3
PGC0068341	3
PGC0068383	-4
PGC0068384	-3
PGC0068552	8
PGC0068613	8
PGC0069089	3
PGC0069347	7
PGC0069438	9
PGC0069505	8
PGC0069630	0
PGC0069816	10
PGC0069829	7
PGC0069889	2
PGC0069904	0
PGC0069905	0
PGC0069914	-3
PGC0069997	-3
PGC0070020	2
PGC0070056	8
PGC0070084	3
PGC0070088	4
PGC0070098	2
PGC0070108	7
PGC0070129	-4
PGC0070131	7
PGC0070175	7
PGC0070271	7
PGC0070430	4
PGC0070435	1
PGC0070467	7
PGC0070516	3
PGC0070517	8
PGC0070539	-5
PGC0070547	6
PGC0070575	3
PGC0070756	8
PGC0070761	7
PGC0070765	4
PGC0070773	7
PGC0070794	5
PGC0070864	-5
PGC0070872	-1
PGC0070912	1
PGC0070995	2
PGC0071021	-5
PGC0071025	3
PGC0071028	-3
PGC0071035	2
PGC0071039	-2
PGC0071063	3
PGC0071343	-4
PGC0071345	10
PGC0071370	3
PGC0071386	-2
PGC0071417	-2
PGC0071471	7
PGC0071538	10
PGC0071611	8
PGC0071637	8
PGC0071699	5
PGC0071746	8
PGC0071780	7
PGC0071836	-2
PGC0071837	8
PGC0071883	3
PGC0071890	7
PGC0071920	10
PGC0071926	8
PGC0071993	-1
PGC0072073	8
PGC0072122	6
PGC0072147	2
PGC0072247	3
PGC0072250	8
PGC0072272	-5
PGC0072583	6
PGC0072618	4
PGC0072709	-3
PGC0072803	-3
PGC0072806	6
PGC0072922	4
PGC0072927	3
PGC0072930	3
PGC0073177	10
